#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_01_0 , BASE1 , 2000-01-01 , 12:00 , AIR1 , 2000-01-01 , 13:13
LEG_25_27 , BASE2 , 2000-01-25 , 13:12 , AIR17 , 2000-01-25 , 14:25
LEG_25_28 , AIR17 , 2000-01-25 , 15:40 , BASE2 , 2000-01-25 , 16:54
LEG_25_29 , BASE2 , 2000-01-25 , 17:56 , AIR5 , 2000-01-25 , 19:10
LEG_25_30 , BASE2 , 2000-01-25 , 16:13 , AIR3 , 2000-01-25 , 16:59
LEG_25_31 , BASE2 , 2000-01-25 , 23:26 , AIR8 , 2000-01-26 , 02:33
LEG_25_32 , AIR2 , 2000-01-25 , 21:00 , BASE2 , 2000-01-25 , 21:51
LEG_25_33 , AIR11 , 2000-01-25 , 00:00 , BASE2 , 2000-01-25 , 01:55
LEG_26_0 , AIR3 , 2000-01-26 , 17:45 , BASE2 , 2000-01-26 , 18:27
LEG_26_1 , AIR13 , 2000-01-26 , 13:20 , BASE2 , 2000-01-26 , 15:18
LEG_26_2 , BASE2 , 2000-01-26 , 10:41 , AIR13 , 2000-01-26 , 12:22
LEG_26_3 , AIR5 , 2000-01-26 , 20:35 , BASE2 , 2000-01-26 , 21:49
LEG_26_4 , BASE2 , 2000-01-26 , 14:21 , AIR6 , 2000-01-26 , 16:54
LEG_26_5 , AIR4 , 2000-01-26 , 12:20 , BASE2 , 2000-01-26 , 13:26
LEG_26_6 , AIR6 , 2000-01-26 , 17:40 , BASE2 , 2000-01-26 , 20:23
LEG_26_7 , AIR8 , 2000-01-26 , 12:40 , BASE1 , 2000-01-26 , 14:30
LEG_26_8 , BASE1 , 2000-01-26 , 15:24 , AIR9 , 2000-01-26 , 18:32
LEG_26_9 , BASE1 , 2000-01-26 , 18:30 , AIR9 , 2000-01-26 , 21:36
LEG_26_10 , AIR10 , 2000-01-26 , 14:20 , BASE1 , 2000-01-26 , 16:49
LEG_26_11 , AIR9 , 2000-01-26 , 17:05 , BASE2 , 2000-01-26 , 19:44
LEG_26_12 , BASE2 , 2000-01-26 , 00:59 , AIR2 , 2000-01-26 , 01:52
LEG_26_13 , AIR14 , 2000-01-26 , 22:40 , BASE1 , 2000-01-27 , 00:41
LEG_26_14 , AIR2 , 2000-01-26 , 19:30 , BASE1 , 2000-01-26 , 20:54
LEG_26_15 , BASE1 , 2000-01-26 , 22:06 , BASE2 , 2000-01-26 , 23:58
LEG_26_16 , BASE3 , 2000-01-26 , 14:05 , AIR9 , 2000-01-26 , 15:55
LEG_26_17 , AIR9 , 2000-01-26 , 19:20 , BASE3 , 2000-01-26 , 21:18
LEG_26_18 , AIR9 , 2000-01-26 , 23:05 , BASE3 , 2000-01-27 , 00:58
LEG_26_19 , BASE2 , 2000-01-26 , 17:47 , AIR2 , 2000-01-26 , 18:34
LEG_26_20 , AIR6 , 2000-01-26 , 14:00 , BASE2 , 2000-01-26 , 16:41
LEG_26_21 , BASE3 , 2000-01-26 , 22:20 , AIR6 , 2000-01-27 , 00:21
LEG_26_22 , BASE2 , 2000-01-26 , 20:57 , AIR14 , 2000-01-26 , 21:48
LEG_26_23 , AIR2 , 2000-01-26 , 11:10 , BASE2 , 2000-01-26 , 11:57
LEG_26_24 , BASE2 , 2000-01-26 , 13:12 , AIR17 , 2000-01-26 , 14:25
LEG_26_25 , AIR17 , 2000-01-26 , 15:40 , BASE2 , 2000-01-26 , 16:54
LEG_26_26 , BASE2 , 2000-01-26 , 17:56 , AIR5 , 2000-01-26 , 19:10
LEG_26_27 , BASE2 , 2000-01-26 , 16:13 , AIR3 , 2000-01-26 , 16:59
LEG_26_28 , BASE2 , 2000-01-26 , 19:21 , AIR8 , 2000-01-26 , 22:27
LEG_26_29 , AIR11 , 2000-01-26 , 00:00 , BASE2 , 2000-01-26 , 01:55
LEG_27_0 , BASE1 , 2000-01-27 , 03:18 , AIR18 , 2000-01-27 , 04:15
LEG_27_1 , BASE2 , 2000-01-27 , 00:58 , AIR19 , 2000-01-27 , 03:50
LEG_27_2 , AIR19 , 2000-01-27 , 14:40 , BASE2 , 2000-01-27 , 17:41
LEG_27_3 , BASE2 , 2000-01-27 , 01:11 , AIR15 , 2000-01-27 , 03:00
LEG_27_4 , AIR13 , 2000-01-27 , 14:25 , BASE2 , 2000-01-27 , 16:21
LEG_27_5 , BASE2 , 2000-01-27 , 11:41 , AIR13 , 2000-01-27 , 13:14
LEG_27_6 , BASE2 , 2000-01-27 , 18:56 , AIR15 , 2000-01-27 , 20:44
LEG_27_7 , BASE2 , 2000-01-27 , 20:38 , AIR6 , 2000-01-27 , 23:11
LEG_27_8 , AIR3 , 2000-01-27 , 18:45 , BASE2 , 2000-01-27 , 19:26
LEG_27_9 , AIR6 , 2000-01-27 , 18:05 , BASE2 , 2000-01-27 , 20:42
LEG_27_10 , BASE1 , 2000-01-27 , 16:24 , AIR9 , 2000-01-27 , 19:36
LEG_27_11 , BASE2 , 2000-01-27 , 22:05 , AIR20 , 2000-01-28 , 00:04
LEG_27_12 , AIR18 , 2000-01-27 , 13:20 , BASE2 , 2000-01-27 , 14:33
LEG_27_13 , AIR9 , 2000-01-27 , 22:00 , BASE2 , 2000-01-28 , 00:40
LEG_27_14 , AIR8 , 2000-01-27 , 13:39 , BASE1 , 2000-01-27 , 15:40
LEG_27_15 , BASE2 , 2000-01-27 , 23:55 , BASE1 , 2000-01-28 , 01:53
LEG_27_16 , BASE3 , 2000-01-27 , 19:00 , AIR9 , 2000-01-27 , 20:47
LEG_27_17 , AIR9 , 2000-01-27 , 20:20 , BASE3 , 2000-01-27 , 22:23
LEG_27_18 , BASE2 , 2000-01-27 , 14:13 , AIR21 , 2000-01-27 , 17:03
LEG_27_19 , AIR21 , 2000-01-27 , 18:15 , BASE2 , 2000-01-27 , 21:10
LEG_27_20 , AIR6 , 2000-01-27 , 15:45 , BASE3 , 2000-01-27 , 17:47
LEG_27_21 , BASE3 , 2000-01-27 , 23:20 , AIR6 , 2000-01-28 , 01:13
LEG_27_22 , BASE3 , 2000-01-27 , 15:10 , AIR6 , 2000-01-27 , 17:05
LEG_27_23 , BASE2 , 2000-01-27 , 22:07 , AIR22 , 2000-01-27 , 23:12
LEG_27_24 , AIR12 , 2000-01-27 , 19:50 , BASE2 , 2000-01-27 , 22:40
LEG_27_25 , BASE2 , 2000-01-27 , 15:34 , AIR12 , 2000-01-27 , 18:19
LEG_27_26 , BASE2 , 2000-01-27 , 17:13 , AIR3 , 2000-01-27 , 17:50
LEG_28_0 , BASE1 , 2000-01-28 , 13:00 , AIR1 , 2000-01-28 , 14:10
LEG_28_1 , BASE2 , 2000-01-28 , 18:56 , AIR15 , 2000-01-28 , 20:44
LEG_28_2 , BASE2 , 2000-01-28 , 15:15 , AIR6 , 2000-01-28 , 17:47
LEG_28_3 , BASE2 , 2000-01-28 , 20:38 , AIR6 , 2000-01-28 , 23:11
LEG_28_4 , AIR3 , 2000-01-28 , 18:45 , BASE2 , 2000-01-28 , 19:26
LEG_28_5 , AIR6 , 2000-01-28 , 18:05 , BASE2 , 2000-01-28 , 20:42
LEG_28_6 , AIR23 , 2000-01-28 , 14:20 , BASE1 , 2000-01-28 , 15:21
LEG_28_7 , BASE1 , 2000-01-28 , 16:24 , AIR9 , 2000-01-28 , 19:36
LEG_28_8 , BASE2 , 2000-01-28 , 22:05 , AIR20 , 2000-01-29 , 00:04
LEG_28_9 , AIR20 , 2000-01-28 , 01:10 , BASE2 , 2000-01-28 , 03:04
LEG_28_10 , AIR9 , 2000-01-28 , 22:00 , BASE2 , 2000-01-29 , 00:40
LEG_28_11 , AIR22 , 2000-01-28 , 00:20 , BASE1 , 2000-01-28 , 01:59
LEG_28_12 , AIR15 , 2000-01-28 , 00:05 , BASE1 , 2000-01-28 , 03:20
LEG_28_13 , BASE1 , 2000-01-28 , 12:50 , BASE2 , 2000-01-28 , 14:28
LEG_28_14 , BASE3 , 2000-01-28 , 19:00 , AIR9 , 2000-01-28 , 20:47
LEG_28_15 , AIR9 , 2000-01-28 , 20:20 , BASE3 , 2000-01-28 , 22:23
LEG_28_16 , AIR3 , 2000-01-28 , 12:00 , BASE2 , 2000-01-28 , 12:47
LEG_28_17 , BASE2 , 2000-01-28 , 14:13 , AIR21 , 2000-01-28 , 17:03
LEG_28_18 , BASE2 , 2000-01-28 , 21:57 , AIR14 , 2000-01-28 , 22:48
LEG_28_19 , AIR21 , 2000-01-28 , 18:15 , BASE2 , 2000-01-28 , 21:10
LEG_28_20 , AIR6 , 2000-01-28 , 15:45 , BASE3 , 2000-01-28 , 17:47
LEG_28_21 , AIR6 , 2000-01-28 , 00:15 , BASE3 , 2000-01-28 , 02:19
LEG_28_22 , BASE3 , 2000-01-28 , 23:20 , AIR6 , 2000-01-29 , 01:13
LEG_28_23 , BASE3 , 2000-01-28 , 15:10 , AIR6 , 2000-01-28 , 17:05
LEG_28_24 , AIR1 , 2000-01-28 , 15:05 , BASE2 , 2000-01-28 , 16:19
LEG_28_25 , BASE2 , 2000-01-28 , 17:13 , AIR3 , 2000-01-28 , 17:50
LEG_28_26 , AIR14 , 2000-01-28 , 23:40 , BASE1 , 2000-01-29 , 01:50
LEG_28_27 , BASE1 , 2000-01-28 , 02:50 , AIR23 , 2000-01-28 , 03:49
LEG_28_28 , BASE2 , 2000-01-28 , 02:22 , AIR3 , 2000-01-28 , 02:59
LEG_28_29 , BASE2 , 2000-01-28 , 22:12 , AIR2 , 2000-01-28 , 23:01
LEG_28_30 , AIR6 , 2000-01-28 , 18:40 , BASE2 , 2000-01-28 , 21:17
LEG_29_0 , BASE1 , 2000-01-29 , 13:00 , AIR1 , 2000-01-29 , 14:10
LEG_29_1 , BASE2 , 2000-01-29 , 18:56 , AIR15 , 2000-01-29 , 20:44
LEG_29_2 , BASE2 , 2000-01-29 , 15:15 , AIR6 , 2000-01-29 , 17:47
LEG_29_3 , BASE2 , 2000-01-29 , 20:38 , AIR6 , 2000-01-29 , 23:11
LEG_29_4 , AIR3 , 2000-01-29 , 18:45 , BASE2 , 2000-01-29 , 19:26
LEG_29_5 , AIR6 , 2000-01-29 , 18:05 , BASE2 , 2000-01-29 , 20:42
LEG_29_6 , AIR23 , 2000-01-29 , 14:20 , BASE1 , 2000-01-29 , 15:21
LEG_29_7 , BASE1 , 2000-01-29 , 16:24 , AIR9 , 2000-01-29 , 19:36
LEG_29_8 , BASE2 , 2000-01-29 , 22:05 , AIR20 , 2000-01-30 , 00:04
LEG_29_9 , AIR20 , 2000-01-29 , 01:10 , BASE2 , 2000-01-29 , 03:04
LEG_29_10 , AIR9 , 2000-01-29 , 22:00 , BASE2 , 2000-01-30 , 00:40
LEG_29_11 , AIR15 , 2000-01-29 , 00:05 , BASE1 , 2000-01-29 , 03:20
LEG_29_12 , BASE3 , 2000-01-29 , 19:00 , AIR9 , 2000-01-29 , 20:47
LEG_29_13 , AIR9 , 2000-01-29 , 20:20 , BASE3 , 2000-01-29 , 22:23
LEG_29_14 , AIR3 , 2000-01-29 , 12:00 , BASE2 , 2000-01-29 , 12:47
LEG_29_15 , BASE2 , 2000-01-29 , 14:13 , AIR21 , 2000-01-29 , 17:03
LEG_29_16 , BASE2 , 2000-01-29 , 21:57 , AIR14 , 2000-01-29 , 22:48
LEG_29_17 , AIR21 , 2000-01-29 , 18:15 , BASE2 , 2000-01-29 , 21:10
LEG_29_18 , AIR6 , 2000-01-29 , 15:45 , BASE3 , 2000-01-29 , 17:47
LEG_29_19 , AIR6 , 2000-01-29 , 00:15 , BASE3 , 2000-01-29 , 02:19
LEG_29_20 , BASE3 , 2000-01-29 , 23:20 , AIR6 , 2000-01-30 , 01:13
LEG_29_21 , BASE3 , 2000-01-29 , 15:10 , AIR6 , 2000-01-29 , 17:05
LEG_29_22 , AIR1 , 2000-01-29 , 15:05 , BASE2 , 2000-01-29 , 16:19
LEG_29_23 , BASE2 , 2000-01-29 , 17:13 , AIR3 , 2000-01-29 , 17:50
LEG_29_24 , AIR14 , 2000-01-29 , 23:40 , BASE1 , 2000-01-30 , 01:50
LEG_29_25 , BASE1 , 2000-01-29 , 02:50 , AIR23 , 2000-01-29 , 03:49
LEG_29_26 , AIR2 , 2000-01-29 , 00:15 , BASE2 , 2000-01-29 , 01:02
LEG_29_27 , BASE2 , 2000-01-29 , 02:22 , AIR3 , 2000-01-29 , 02:59
LEG_29_28 , BASE2 , 2000-01-29 , 22:12 , AIR2 , 2000-01-29 , 23:01
LEG_29_29 , AIR6 , 2000-01-29 , 18:40 , BASE2 , 2000-01-29 , 21:17
LEG_30_0 , BASE1 , 2000-01-30 , 13:00 , AIR1 , 2000-01-30 , 14:10
LEG_30_1 , BASE2 , 2000-01-30 , 18:56 , AIR15 , 2000-01-30 , 20:44
LEG_30_2 , BASE2 , 2000-01-30 , 15:15 , AIR6 , 2000-01-30 , 17:47
LEG_30_3 , BASE2 , 2000-01-30 , 20:38 , AIR6 , 2000-01-30 , 23:11
LEG_30_4 , AIR3 , 2000-01-30 , 18:45 , BASE2 , 2000-01-30 , 19:26
LEG_30_5 , AIR6 , 2000-01-30 , 18:05 , BASE2 , 2000-01-30 , 20:42
LEG_30_6 , AIR23 , 2000-01-30 , 14:20 , BASE1 , 2000-01-30 , 15:21
LEG_30_7 , BASE1 , 2000-01-30 , 16:24 , AIR9 , 2000-01-30 , 19:36
LEG_30_8 , BASE2 , 2000-01-30 , 22:05 , AIR20 , 2000-01-31 , 00:04
LEG_30_9 , AIR20 , 2000-01-30 , 01:10 , BASE2 , 2000-01-30 , 03:04
LEG_30_10 , AIR9 , 2000-01-30 , 22:00 , BASE2 , 2000-01-31 , 00:40
LEG_30_11 , AIR15 , 2000-01-30 , 00:05 , BASE1 , 2000-01-30 , 03:20
LEG_30_12 , BASE3 , 2000-01-30 , 19:00 , AIR9 , 2000-01-30 , 20:47
LEG_30_13 , AIR9 , 2000-01-30 , 20:20 , BASE3 , 2000-01-30 , 22:23
LEG_30_14 , AIR3 , 2000-01-30 , 12:00 , BASE2 , 2000-01-30 , 12:47
LEG_30_15 , BASE2 , 2000-01-30 , 14:13 , AIR21 , 2000-01-30 , 17:03
LEG_30_16 , BASE2 , 2000-01-30 , 21:57 , AIR14 , 2000-01-30 , 22:48
LEG_30_17 , AIR21 , 2000-01-30 , 18:15 , BASE2 , 2000-01-30 , 21:10
LEG_30_18 , AIR6 , 2000-01-30 , 15:45 , BASE3 , 2000-01-30 , 17:47
LEG_30_19 , AIR6 , 2000-01-30 , 00:15 , BASE3 , 2000-01-30 , 02:19
LEG_30_20 , BASE3 , 2000-01-30 , 23:20 , AIR6 , 2000-01-31 , 01:13
LEG_30_21 , BASE3 , 2000-01-30 , 15:10 , AIR6 , 2000-01-30 , 17:05
LEG_30_22 , AIR1 , 2000-01-30 , 15:05 , BASE2 , 2000-01-30 , 16:19
LEG_30_23 , BASE2 , 2000-01-30 , 17:13 , AIR3 , 2000-01-30 , 17:50
LEG_30_24 , AIR14 , 2000-01-30 , 23:40 , BASE1 , 2000-01-31 , 01:50
LEG_30_25 , BASE1 , 2000-01-30 , 02:50 , AIR23 , 2000-01-30 , 03:49
LEG_30_26 , AIR2 , 2000-01-30 , 00:15 , BASE2 , 2000-01-30 , 01:02
LEG_30_27 , BASE2 , 2000-01-30 , 02:22 , AIR3 , 2000-01-30 , 02:59
LEG_30_28 , BASE2 , 2000-01-30 , 22:12 , AIR2 , 2000-01-30 , 23:01
LEG_30_29 , AIR6 , 2000-01-30 , 18:40 , BASE2 , 2000-01-30 , 21:17
LEG_31_0 , BASE1 , 2000-01-31 , 13:00 , AIR1 , 2000-01-31 , 14:10
LEG_31_2 , BASE2 , 2000-01-31 , 15:15 , AIR6 , 2000-01-31 , 17:47
LEG_31_4 , AIR3 , 2000-01-31 , 18:45 , BASE2 , 2000-01-31 , 19:26
LEG_31_5 , AIR6 , 2000-01-31 , 18:05 , BASE2 , 2000-01-31 , 20:42
LEG_31_6 , AIR23 , 2000-01-31 , 14:20 , BASE1 , 2000-01-31 , 15:21
LEG_31_7 , BASE1 , 2000-01-31 , 16:24 , AIR9 , 2000-01-31 , 19:36
LEG_31_9 , AIR20 , 2000-01-31 , 01:10 , BASE2 , 2000-01-31 , 03:04
LEG_31_10 , AIR9 , 2000-01-31 , 22:00 , BASE2 , 2000-02-01 , 00:40
LEG_31_11 , AIR15 , 2000-01-31 , 00:05 , BASE1 , 2000-01-31 , 03:20
LEG_31_12 , BASE3 , 2000-01-31 , 19:00 , AIR9 , 2000-01-31 , 20:47
LEG_31_13 , AIR9 , 2000-01-31 , 20:20 , BASE3 , 2000-01-31 , 22:23
LEG_31_14 , AIR3 , 2000-01-31 , 12:00 , BASE2 , 2000-01-31 , 12:47
LEG_31_15 , BASE2 , 2000-01-31 , 14:13 , AIR21 , 2000-01-31 , 17:03
LEG_31_16 , BASE2 , 2000-01-31 , 21:57 , AIR14 , 2000-01-31 , 22:48
LEG_31_17 , AIR21 , 2000-01-31 , 18:15 , BASE2 , 2000-01-31 , 21:10
LEG_31_18 , AIR6 , 2000-01-31 , 15:45 , BASE3 , 2000-01-31 , 17:47
LEG_31_19 , AIR6 , 2000-01-31 , 00:15 , BASE3 , 2000-01-31 , 02:19
LEG_31_21 , BASE3 , 2000-01-31 , 15:10 , AIR6 , 2000-01-31 , 17:05
LEG_31_22 , AIR1 , 2000-01-31 , 15:05 , BASE2 , 2000-01-31 , 16:19
LEG_31_23 , BASE2 , 2000-01-31 , 17:13 , AIR3 , 2000-01-31 , 17:50
LEG_31_24 , AIR14 , 2000-01-31 , 23:40 , BASE1 , 2000-02-01 , 01:50
LEG_31_25 , BASE1 , 2000-01-31 , 02:50 , AIR23 , 2000-01-31 , 03:49
LEG_31_26 , AIR2 , 2000-01-31 , 00:15 , BASE2 , 2000-01-31 , 01:02
LEG_31_27 , BASE2 , 2000-01-31 , 02:22 , AIR3 , 2000-01-31 , 02:59
LEG_31_29 , AIR6 , 2000-01-31 , 18:40 , BASE2 , 2000-01-31 , 21:17
